rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,lat,lon,indoor
-106.36327,-115.10058,-98.91732,-113.65068,-97.446945,-97.52693,-98.30721,-101.139595,-114.21067,4.940323,3.038094,2.7522206,-8.055786,-34.951504,1.0
-106.00303,-115.31373,-106.157166,-103.82573,-98.832184,-94.279144,-97.5711,-96.52543,-114.45801,5.014913,3.0011833,1.9944947,-8.055424,-34.951595,1.0
-96.738266,-111.34738,-97.46132,-110.81725,-97.17282,-93.13208,-99.840034,-97.000374,-114.588905,5.029342,2.9685245,2.6193492,-8.055684,-34.951332,1.0
-102.207375,-114.69715,-96.46962,-114.50752,-94.956696,-96.11932,-98.78692,-96.932526,-114.272896,4.967326,2.990004,2.7722905,-8.055684,-34.951332,1.0
-99.96951,-114.62474,-95.57667,-115.04785,-95.99309,-95.5497,-98.92687,-95.4732,-114.18876,4.980263,2.9923384,2.658013,-8.055684,-34.951332,1.0
-102.855705,-110.12328,-107.23426,-109.47549,-96.90188,-104.1734,-99.13588,-99.400955,-114.342285,4.9999375,3.0204618,2.104407,-8.055834,-34.951363,1.0
-108.30109,-109.076294,-107.66031,-108.271126,-107.4444,-105.21919,-103.89381,-103.18802,-114.71249,4.9948635,3.002963,2.0305583,-8.05538,-34.951736,1.0
-106.3885,-109.99027,-106.70913,-108.22109,-100.41911,-103.54752,-100.80601,-101.44926,-114.3677,4.970257,3.0266743,1.999363,-8.055605,-34.95173,1.0
-104.65469,-109.82779,-106.99879,-109.13052,-100.344246,-98.15675,-100.45125,-99.04809,-114.47295,4.968534,2.9927516,2.022093,-8.055424,-34.951595,1.0
-84.6701,-98.01483,-82.35965,-100.7379,-99.98268,-95.06519,-77.59902,-91.01763,-90.76157,4.0782094,5.0531054,1.1412927,-8.05233,-34.9554,0.0
-85.11419,-90.81783,-87.69452,-65.61468,-82.21346,-86.21207,-92.58841,-93.509865,-95.71558,3.5201411,1.1500475,3.5066602,-8.0517,-34.94924,0.0
-103.24143,-110.1757,-106.74716,-109.664856,-100.621994,-99.453995,-100.550415,-99.378876,-114.39115,4.9729023,3.008457,2.0469031,-8.055784,-34.95161,1.0
-103.46064,-110.03691,-107.37145,-109.12354,-99.91194,-103.33006,-101.129616,-99.077675,-114.565155,4.9788036,3.0118299,2.038514,-8.055784,-34.95161,1.0
-86.94292,-100.982864,-91.83967,-93.551346,-97.42108,-88.76164,-72.75952,-72.37208,-81.950554,5.505114,5.8726416,0.35655507,-8.054811,-34.95779,0.0
-79.62521,-90.871925,-83.42764,-92.403404,-94.812706,-91.35032,-90.90612,-104.74824,-97.66592,3.3052602,5.8795805,2.8096669,-8.04904,-34.95682,0.0
-99.167435,-100.70374,-98.2857,-98.95989,-86.92545,-88.114784,-99.9364,-93.62796,-114.270256,5.0624423,2.9560332,2.9769087,-8.055784,-34.95161,1.0
-103.0559,-115.24272,-101.12588,-113.50377,-100.58511,-101.5135,-96.75569,-100.08436,-113.63495,4.9551234,2.9967132,2.0018258,-8.05538,-34.951736,1.0
-93.59432,-99.05691,-90.742744,-95.15655,-86.39595,-95.38731,-79.86181,-67.86237,-90.35358,5.5638623,5.299187,0.47542122,-8.0558195,-34.95636,0.0
-90.76035,-99.63188,-89.91246,-94.49615,-88.886,-92.26439,-83.04315,-67.77177,-92.68452,5.4021378,5.1418557,0.7414516,-8.05548,-34.95583,0.0
-83.16839,-99.86077,-88.538605,-99.686676,-98.141594,-93.31596,-79.70498,-92.352295,-98.26404,3.841823,4.663329,1.7172745,-8.05175,-34.95525,0.0
-87.36059,-93.12689,-89.23924,-70.0868,-85.74583,-83.132904,-91.86005,-96.18589,-96.849915,3.4716759,1.6626198,3.5741963,-8.0517,-34.94924,0.0
-105.98038,-115.07689,-106.28806,-104.51042,-99.02001,-95.18471,-98.300995,-96.142555,-114.5231,5.007863,2.9970653,2.0115802,-8.055506,-34.95169,1.0
-88.398445,-90.94634,-89.1137,-67.05234,-74.038605,-78.98477,-86.98921,-87.734825,-98.1667,4.4426117,1.1690034,3.837428,-8.0534,-34.948822,0.0
-107.21071,-114.45073,-105.71103,-114.23928,-107.43719,-114.64653,-88.92426,-88.42206,-108.70046,4.945035,3.0145955,2.007117,-8.055506,-34.95169,1.0
-80.17426,-97.31449,-85.565865,-89.16779,-96.28772,-88.09988,-88.52394,-99.73272,-99.32585,2.6204975,3.6102111,2.892607,-8.0495405,-34.953083,0.0
-82.668076,-94.2732,-87.12995,-91.82865,-95.29993,-90.12989,-88.61272,-95.7691,-97.92969,3.019695,3.8296537,2.3286762,-8.05051,-34.953987,0.0
-100.79622,-114.73761,-98.382675,-114.61305,-100.8745,-96.231865,-97.57646,-99.14416,-114.56835,4.99018,3.0164185,1.9490402,-8.05538,-34.951736,1.0
-114.84614,-113.941574,-114.49582,-115.35933,-101.625015,-98.41184,-82.72587,-79.36566,-114.19695,4.9256043,3.025995,2.7551508,-8.055605,-34.95173,1.0
-103.4313,-109.716,-106.84611,-109.56982,-97.08799,-98.8663,-99.6232,-98.19457,-114.30751,4.9862604,3.0094543,2.0843425,-8.055786,-34.951504,1.0
-103.1151,-114.08887,-96.69562,-113.30259,-88.29893,-93.55412,-99.783875,-93.110344,-113.418045,4.954748,3.0793405,3.427783,-8.055834,-34.951363,1.0
-105.879486,-106.403885,-105.70607,-107.79006,-97.51709,-94.65681,-101.571884,-96.62628,-114.56469,5.0225887,2.9959292,2.1233506,-8.055506,-34.95169,1.0
-103.08863,-110.38742,-107.60492,-110.418915,-103.612015,-101.99598,-101.65935,-99.773926,-114.5344,4.994759,3.0216212,2.060621,-8.055784,-34.95161,1.0
-102.97414,-110.78862,-107.00634,-109.54572,-96.18152,-87.55246,-96.69567,-97.28247,-114.250946,4.9952397,2.9999163,2.1093147,-8.055684,-34.951332,1.0
-104.8188,-110.29242,-106.02592,-108.76017,-102.08616,-103.88829,-102.03698,-101.74369,-114.40979,4.9670215,3.0297446,2.006955,-8.055424,-34.951595,1.0
-81.17657,-91.01579,-83.785706,-93.42674,-96.47887,-93.01016,-91.16008,-99.59419,-98.06409,2.6126304,3.8787754,2.6611807,-8.04974,-34.95368,0.0
-94.47924,-92.2008,-99.62509,-74.988686,-91.15504,-83.992485,-87.28882,-88.08572,-97.512535,3.1245518,1.4970812,5.053492,-8.050711,-34.947613,0.0
-103.66249,-115.019455,-97.54414,-114.80871,-96.88979,-96.19169,-98.34075,-99.55923,-114.38679,4.9840183,3.0208373,2.7985427,-8.055834,-34.951363,1.0
-104.56404,-109.35056,-106.81016,-108.86573,-99.440475,-100.79996,-101.078316,-98.78986,-114.43405,4.9748487,3.0149686,2.0558455,-8.055493,-34.951313,1.0
-105.10496,-116.36954,-104.994225,-104.24769,-98.06734,-96.521095,-97.27185,-97.60192,-114.319695,5.044262,2.994358,2.0512917,-8.055424,-34.951595,1.0
-102.58785,-108.038574,-105.472404,-108.53368,-96.76006,-89.754326,-99.21991,-98.093346,-114.30643,4.9945965,3.0066433,2.206602,-8.055493,-34.951313,1.0
-76.51083,-90.01411,-81.01818,-94.26033,-96.23752,-89.48021,-87.232994,-108.840454,-90.53134,3.1163278,6.5526056,3.0515382,-8.04817,-34.9593,0.0
-106.29409,-111.99722,-107.16505,-106.583755,-98.602234,-95.40478,-99.34837,-95.530304,-114.57937,4.995283,2.9955208,2.0047245,-8.055506,-34.95169,1.0
-136.96541,-93.81043,-65.31075,-109.67547,-82.13977,-80.94818,-67.70826,-103.17867,-66.005516,6.902524,5.829109,1.7026356,-8.0566,-34.95522,0.0
-90.60051,-100.13937,-90.14986,-96.771065,-88.110466,-88.508766,-79.87599,-68.68772,-89.628006,5.543029,5.373027,0.27624112,-8.05638,-34.95662,0.0
-103.94371,-112.61193,-104.50178,-110.72071,-101.670815,-111.28795,-101.74921,-98.61749,-111.16164,4.9860816,2.995516,2.0573096,-8.055786,-34.951504,1.0
-108.80293,-116.15705,-107.740295,-106.94589,-97.934326,-93.67475,-93.72256,-88.2727,-114.57324,4.9527116,2.9924262,2.2498224,-8.055506,-34.95169,1.0
-109.72003,-114.681496,-108.89757,-113.99718,-109.38378,-114.4757,-93.94214,-91.333725,-111.260506,4.96335,2.9907212,2.1159217,-8.055493,-34.951313,1.0
-104.889465,-113.0158,-106.19681,-105.90183,-93.83433,-98.98916,-97.143105,-97.8619,-114.29714,5.0012608,3.0156016,2.0728688,-8.055493,-34.951313,1.0
-106.72834,-116.46997,-105.73165,-102.248604,-98.55946,-97.598335,-97.60376,-97.02425,-114.324776,5.024485,2.9939213,2.0063434,-8.05538,-34.951736,1.0
-89.90384,-84.88069,-97.57269,-88.180504,-104.69449,-99.39868,-97.71115,-104.63894,-96.26701,2.1062758,2.0812585,5.317618,-8.04778,-34.947628,0.0
-94.15848,-89.66486,-87.2161,-91.66318,-73.87486,-68.74924,-78.80673,-89.77318,-92.72827,6.816827,2.293567,4.5892115,-8.05925,-34.94714,0.0
-131.54028,-92.215195,-69.24036,-103.413704,-70.63474,-68.77226,-69.95773,-93.497765,-76.54805,7.249621,3.497501,4.519681,-8.05867,-34.94913,0.0
-84.10313,-93.82492,-86.165436,-98.56491,-98.75932,-88.573166,-89.3399,-103.869354,-81.1601,4.521567,6.570916,1.9023502,-8.050731,-34.95972,0.0
-103.8085,-110.62773,-106.62069,-109.051994,-94.056435,-103.42788,-98.26712,-98.55561,-114.35568,4.999119,3.0101354,2.0890255,-8.055786,-34.951504,1.0
-104.24266,-108.06826,-106.99186,-109.61201,-96.17724,-91.57341,-99.548195,-96.22509,-114.60277,5.019965,3.0177817,2.0507321,-8.055784,-34.95161,1.0
-86.931526,-87.548676,-93.939766,-87.34831,-101.683975,-95.11781,-95.91449,-101.14096,-95.423744,2.3124955,1.8147056,5.5526934,-8.04813,-34.947178,0.0
-108.0292,-110.79641,-106.896454,-106.484024,-100.19793,-99.69811,-100.184715,-98.70437,-114.442314,4.974861,3.0084543,1.9820238,-8.05538,-34.951736,1.0
-103.50924,-113.261955,-104.11037,-112.53883,-99.30175,-93.32774,-97.9052,-99.94077,-114.334724,4.9996543,3.0158503,2.151023,-8.055834,-34.951363,1.0
-100.297714,-105.02075,-100.09961,-101.000275,-88.37846,-87.95749,-100.01038,-93.360016,-114.51043,5.008848,2.997985,2.600461,-8.055506,-34.95169,1.0
-99.62061,-114.84865,-97.17818,-115.41506,-98.49812,-95.40592,-97.938385,-98.57007,-114.46934,5.027013,3.0079963,2.1571517,-8.055784,-34.95161,1.0
-87.259865,-97.03557,-84.17512,-97.126114,-95.82732,-94.993744,-85.7156,-90.44309,-90.53726,4.2738843,5.015471,1.8512962,-8.05277,-34.95577,0.0
-96.57992,-92.37962,-84.31794,-91.585846,-71.010155,-73.09523,-87.23519,-82.860985,-94.90525,6.542265,2.9951823,4.555875,-8.05865,-34.94921,0.0
-102.81591,-110.019295,-106.9134,-109.06893,-108.407936,-105.31848,-109.53164,-98.59834,-114.37724,5.0034704,3.010363,2.1272008,-8.055786,-34.951504,1.0
-106.06198,-114.43572,-105.04148,-113.94259,-106.33249,-114.36702,-90.435165,-84.466805,-108.38477,5.018515,3.0050464,2.05331,-8.055784,-34.95161,1.0
-105.00652,-115.74957,-105.22922,-104.69646,-98.88781,-93.490906,-97.52937,-96.31811,-114.5985,5.0037913,3.031735,2.0049026,-8.05538,-34.951736,1.0
