Id,lat_y,lon_y
586.0,-8.055604333333333,-34.951645
590.0,-8.055604333333333,-34.951645
591.0,-8.055604333333333,-34.951645
592.0,-8.055604333333333,-34.951645
594.0,-8.055604333333333,-34.951645
601.0,-8.05559,-34.951412
603.0,-8.055590666666667,-34.95137666666667
604.0,-8.055590666666667,-34.95137666666667
605.0,-8.055590666666667,-34.95137666666667
611.0,-8.055606666666668,-34.951329666666666
613.0,-8.055606666666668,-34.951329666666666
617.0,-8.055606666666668,-34.951329666666666
618.0,-8.055606666666668,-34.951329666666666
620.0,-8.055606666666668,-34.951329666666666
623.0,-8.055606666666668,-34.951329666666666
624.0,-8.055703666666666,-34.951428666666665
625.0,-8.05559,-34.951412
633.0,-8.05559,-34.951412
637.0,-8.05559,-34.951412
641.0,-8.05559,-34.951412
642.0,-8.055530333333332,-34.951451999999996
647.0,-8.055530333333333,-34.951451999999996
653.0,-8.05559,-34.951412
654.0,-8.05559,-34.951412
655.0,-8.05559,-34.951412
664.0,-8.05559,-34.951412
665.0,-8.05559,-34.951412
668.0,-8.05559,-34.951412
673.0,-8.05559,-34.951412
675.0,-8.05559,-34.951412
676.0,-8.05559,-34.951412
678.0,-8.05559,-34.951412
682.0,-8.05559,-34.951412
683.0,-8.05559,-34.951412
693.0,-8.05559,-34.951412
694.0,-8.05559,-34.951412
696.0,-8.05559,-34.951412
700.0,-8.05559,-34.951412
706.0,-8.05559,-34.951412
708.0,-8.05559,-34.951412
710.0,-8.05559,-34.951412
711.0,-8.055544666666668,-34.951685
712.0,-8.055497,-34.951718666666665
713.0,-8.05559,-34.951412
715.0,-8.05559,-34.951412
718.0,-8.05559,-34.951412
724.0,-8.05559,-34.951412
730.0,-8.05559,-34.951412
733.0,-8.05559,-34.951412
736.0,-8.05559,-34.951412
737.0,-8.05559,-34.951412
738.0,-8.05559,-34.951412
740.0,-8.05559,-34.951412
742.0,-8.05559,-34.951412
743.0,-8.05559,-34.951412
744.0,-8.05559,-34.951412
745.0,-8.05559,-34.951412
747.0,-8.05559,-34.951412
748.0,-8.05559,-34.951412
749.0,-8.05559,-34.951412
751.0,-8.05559,-34.951412
753.0,-8.055455,-34.951733999999995
758.0,-8.05559,-34.951412
759.0,-8.05559,-34.951412
761.0,-8.05559,-34.951412
763.0,-8.05559,-34.951412
764.0,-8.05559,-34.951412
765.0,-8.05559,-34.951412
766.0,-8.05559,-34.951412
773.0,-8.055455,-34.951733999999995
774.0,-8.05559,-34.951412
782.0,-8.05559,-34.951412
786.0,-8.05559,-34.951412
789.0,-8.05559,-34.951412
794.0,-8.05559,-34.951412
795.0,-8.05559,-34.951412
799.0,-8.05559,-34.951412
800.0,-8.055463999999999,-34.95170533333333
809.0,-8.055463999999999,-34.95170533333333
810.0,-8.055463999999999,-34.95170533333333
811.0,-8.055463999999999,-34.95170533333333
815.0,-8.055463999999999,-34.95170533333333
828.0,-8.055463999999999,-34.95170533333333
831.0,-8.055506,-34.95169
833.0,-8.055463999999999,-34.95170533333333
834.0,-8.055463999999999,-34.95170533333333
835.0,-8.055463999999999,-34.95170533333333
837.0,-8.055463999999999,-34.95170533333333
841.0,-8.055463999999999,-34.95170533333333
852.0,-8.055463999999999,-34.95170533333333
856.0,-8.055463999999999,-34.95170533333333
858.0,-8.055463999999999,-34.95170533333333
862.0,-8.055463999999999,-34.95170533333333
866.0,-8.055463999999999,-34.95170533333333
868.0,-8.055463999999999,-34.95170533333333
871.0,-8.055463999999999,-34.95170533333333
872.0,-8.055463999999999,-34.95170533333333
877.0,-8.055463999999999,-34.95170533333333
879.0,-8.055463999999999,-34.95170533333333
881.0,-8.055463999999999,-34.95170533333333
883.0,-8.055463999999999,-34.95170533333333
906.0,-8.055422,-34.95172066666667
908.0,-8.055409333333335,-34.951642
914.0,-8.055409333333335,-34.951642
921.0,-8.055409333333335,-34.951642
927.0,-8.055484333333334,-34.95164
932.0,-8.055484333333334,-34.95164
934.0,-8.055484333333334,-34.95164
940.0,-8.055424,-34.951595
947.0,-8.055424,-34.951595
952.0,-8.055424,-34.951595
957.0,-8.055422,-34.95172066666667
958.0,-8.055422,-34.95172066666667
960.0,-8.055422,-34.95172066666667
964.0,-8.055394666666666,-34.951688999999995
965.0,-8.055409333333333,-34.951642
967.0,-8.055394666666666,-34.951688999999995
970.0,-8.055394666666666,-34.951688999999995
971.0,-8.055409333333335,-34.951642
982.0,-8.055394666666666,-34.951688999999995
994.0,-8.055394666666666,-34.951688999999995
996.0,-8.055394666666666,-34.951688999999995
997.0,-8.055394666666666,-34.951688999999995
1002.0,-8.055394666666666,-34.951688999999995
1005.0,-8.055394666666666,-34.951688999999995
1009.0,-8.055394666666666,-34.951688999999995
1010.0,-8.055394666666666,-34.951688999999995
1017.0,-8.05538,-34.951736
1018.0,-8.05538,-34.951736
1020.0,-8.055409333333333,-34.951642
1022.0,-8.05538,-34.951736
1025.0,-8.05538,-34.951736
1027.0,-8.05538,-34.951736
1034.0,-8.05538,-34.951736
1038.0,-8.05538,-34.951736
1042.0,-8.05538,-34.951736
1044.0,-8.05538,-34.951736
1046.0,-8.05538,-34.951736
1052.0,-8.05538,-34.951736
1053.0,-8.05538,-34.951736
1055.0,-8.05538,-34.951736
1056.0,-8.05538,-34.951736
1057.0,-8.05538,-34.951736
1061.0,-8.05538,-34.951736
1068.0,-8.05538,-34.951736
1071.0,-8.05538,-34.951736
1074.0,-8.05538,-34.951736
1075.0,-8.05538,-34.951736
1076.0,-8.05538,-34.951736
1078.0,-8.05538,-34.951736
1084.0,-8.05538,-34.951736
1087.0,-8.05538,-34.951736
1090.0,-8.05538,-34.951736
1095.0,-8.05538,-34.951736
1101.0,-8.05538,-34.951736
1103.0,-8.05538,-34.951736
1107.0,-8.05538,-34.951736
1108.0,-8.05538,-34.951736
1111.0,-8.05538,-34.951736
1112.0,-8.05538,-34.951736
1115.0,-8.05538,-34.951736
1123.0,-8.05538,-34.951736
1126.0,-8.05538,-34.951736
1127.0,-8.05538,-34.951736
1139.0,-8.05538,-34.951736
1142.0,-8.05538,-34.951736
1144.0,-8.055394666666666,-34.951688999999995
1145.0,-8.055394666666666,-34.951688999999995
1147.0,-8.055394666666666,-34.951688999999995
1149.0,-8.055394666666666,-34.951688999999995
1152.0,-8.055394666666666,-34.951688999999995
1153.0,-8.055394666666666,-34.951688999999995
1155.0,-8.055394666666666,-34.951688999999995
1156.0,-8.055394666666666,-34.951688999999995
1157.0,-8.055394666666666,-34.951688999999995
1162.0,-8.055394666666666,-34.951688999999995
1163.0,-8.055394666666666,-34.951688999999995
1166.0,-8.055394666666666,-34.951688999999995
1168.0,-8.055394666666666,-34.951688999999995
1172.0,-8.055394666666666,-34.951688999999995
1175.0,-8.055394666666666,-34.951688999999995
1176.0,-8.055394666666666,-34.951688999999995
1180.0,-8.055394666666666,-34.951688999999995
1183.0,-8.055394666666666,-34.951688999999995
1188.0,-8.05538,-34.951736
1193.0,-8.055455,-34.951733999999995
1194.0,-8.055455,-34.951733999999995
1195.0,-8.055455,-34.951733999999995
1197.0,-8.055455,-34.951733999999995
1199.0,-8.055455,-34.951733999999995
1201.0,-8.055455,-34.951733999999995
1204.0,-8.05538,-34.951736
1210.0,-8.05538,-34.951736
1217.0,-8.055394666666666,-34.951688999999995
1219.0,-8.055394666666666,-34.951688999999995
1220.0,-8.055394666666666,-34.951688999999995
1222.0,-8.055394666666666,-34.951688999999995
1224.0,-8.055394666666666,-34.951688999999995
1226.0,-8.055394666666666,-34.951688999999995
1233.0,-8.05538,-34.951736
1244.0,-8.05538,-34.951736
1245.0,-8.05538,-34.951736
1247.0,-8.05538,-34.951736
1250.0,-8.05538,-34.951736
1253.0,-8.05538,-34.951736
1254.0,-8.05538,-34.951736
1261.0,-8.055409333333335,-34.951642
1263.0,-8.055409333333335,-34.951642
1277.0,-8.055394666666666,-34.951688999999995
1278.0,-8.055394666666666,-34.951688999999995
1281.0,-8.055394666666666,-34.951688999999995
1282.0,-8.055394666666666,-34.951688999999995
1285.0,-8.05538,-34.951736
1287.0,-8.055394666666666,-34.951688999999995
1295.0,-8.055394666666666,-34.951688999999995
1297.0,-8.055394666666666,-34.951688999999995
1298.0,-8.055394666666666,-34.951688999999995
1310.0,-8.055394666666666,-34.951688999999995
1313.0,-8.055394666666666,-34.951688999999995
1314.0,-8.055455,-34.951733999999995
1315.0,-8.055394666666666,-34.951688999999995
1318.0,-8.055394666666666,-34.951688999999995
1320.0,-8.055394666666666,-34.951688999999995
1322.0,-8.055394666666666,-34.951688999999995
1323.0,-8.055394666666666,-34.951688999999995
1328.0,-8.055394666666666,-34.951688999999995
1329.0,-8.055394666666666,-34.951688999999995
1330.0,-8.055394666666666,-34.951688999999995
1334.0,-8.05538,-34.951736
1339.0,-8.05538,-34.951736
1345.0,-8.05538,-34.951736
1346.0,-8.05538,-34.951736
1349.0,-8.05538,-34.951736
1354.0,-8.055422,-34.95172066666667
1355.0,-8.055422,-34.95172066666667
1359.0,-8.05538,-34.951736
1360.0,-8.05538,-34.951736
1369.0,-8.05538,-34.951736
1372.0,-8.05538,-34.951736
1373.0,-8.05538,-34.951736
1374.0,-8.05538,-34.951736
1379.0,-8.055394666666666,-34.951688999999995
1383.0,-8.05538,-34.951736
1385.0,-8.05538,-34.951736
1393.0,-8.055497,-34.951718666666665
1396.0,-8.05538,-34.951736
1400.0,-8.05538,-34.951736
1402.0,-8.05538,-34.951736
1405.0,-8.05538,-34.951736
1406.0,-8.05538,-34.951736
1413.0,-8.05538,-34.951736
1414.0,-8.05538,-34.951736
1416.0,-8.05538,-34.951736
1417.0,-8.05538,-34.951736
1418.0,-8.05538,-34.951736
1420.0,-8.055409333333333,-34.951642
1421.0,-8.05538,-34.951736
1426.0,-8.05538,-34.951736
1427.0,-8.05538,-34.951736
1429.0,-8.05538,-34.951736
1430.0,-8.05538,-34.951736
1432.0,-8.05538,-34.951736
1437.0,-8.05538,-34.951736
1438.0,-8.05538,-34.951736
1443.0,-8.05538,-34.951736
1446.0,-8.05538,-34.951736
1452.0,-8.055394666666666,-34.951688999999995
1453.0,-8.055394666666666,-34.951688999999995
1456.0,-8.055394666666666,-34.951688999999995
1458.0,-8.055394666666666,-34.951688999999995
1465.0,-8.055394666666666,-34.951688999999995
1467.0,-8.055394666666666,-34.951688999999995
1468.0,-8.055394666666666,-34.951688999999995
1470.0,-8.05538,-34.951736
1472.0,-8.05538,-34.951736
1477.0,-8.055394666666666,-34.951688999999995
1479.0,-8.055394666666666,-34.951688999999995
1480.0,-8.055394666666666,-34.951688999999995
1482.0,-8.055394666666666,-34.951688999999995
1483.0,-8.055394666666666,-34.951688999999995
1488.0,-8.055394666666666,-34.951688999999995
1491.0,-8.055394666666666,-34.951688999999995
1496.0,-8.055394666666666,-34.951688999999995
1501.0,-8.055394666666666,-34.951688999999995
1502.0,-8.055394666666666,-34.951688999999995
1509.0,-8.05538,-34.951736
1512.0,-8.055451333333332,-34.95162666666666
1513.0,-8.05538,-34.951736
1516.0,-8.05538,-34.951736
1527.0,-8.055394666666666,-34.951688999999995
1530.0,-8.055422,-34.95172066666667
1532.0,-8.055394666666666,-34.951688999999995
1533.0,-8.055394666666666,-34.951688999999995
1535.0,-8.05538,-34.951736
1536.0,-8.05538,-34.951736
1543.0,-8.05538,-34.951736
1544.0,-8.05538,-34.951736
1545.0,-8.05538,-34.951736
1550.0,-8.05538,-34.951736
1557.0,-8.05538,-34.951736
1558.0,-8.05538,-34.951736
1559.0,-8.05538,-34.951736
1561.0,-8.05538,-34.951736
1562.0,-8.05538,-34.951736
1568.0,-8.05538,-34.951736
1569.0,-8.05538,-34.951736
1570.0,-8.05538,-34.951736
1575.0,-8.05538,-34.951736
1576.0,-8.05538,-34.951736
1578.0,-8.05538,-34.951736
1586.0,-8.05538,-34.951736
1593.0,-8.05538,-34.951736
1595.0,-8.05538,-34.951736
1597.0,-8.05538,-34.951736
1598.0,-8.05538,-34.951736
1599.0,-8.05538,-34.951736
1603.0,-8.055394666666666,-34.951688999999995
1606.0,-8.055717333333332,-34.95142466666667
1608.0,-8.055717333333332,-34.95142466666667
1614.0,-8.055511666666668,-34.95167166666666
1615.0,-8.055717333333332,-34.95142466666667
1616.0,-8.055717333333332,-34.95142466666667
1617.0,-8.055717333333332,-34.95142466666667
1618.0,-8.055717333333332,-34.95142466666667
1623.0,-8.055717333333332,-34.95142466666667
1626.0,-8.055717333333332,-34.95142466666667
1631.0,-8.055717333333332,-34.95142466666667
1642.0,-8.055582666666666,-34.95146666666667
1643.0,-8.055582666666666,-34.95146666666667
1649.0,-8.055409333333335,-34.951642
1650.0,-8.055496,-34.95155433333333
1656.0,-8.055582666666666,-34.95146666666667
1659.0,-8.055496,-34.95155433333333
1662.0,-8.055582666666666,-34.95146666666667
1665.0,-8.055670333333333,-34.951336
1670.0,-8.055653666666666,-34.95141833333333
1671.0,-8.055653666666666,-34.95141833333333
1672.0,-8.055653666666666,-34.95141833333333
1680.0,-8.055653666666666,-34.95141833333333
1683.0,-8.055653666666666,-34.95141833333333
1684.0,-8.055653666666666,-34.95141833333333
1688.0,-8.055653666666666,-34.95141833333333
1691.0,-8.055653666666666,-34.95141833333333
1699.0,-8.055606666666668,-34.951329666666666
1701.0,-8.055670333333333,-34.951336
1713.0,-8.055582666666666,-34.95146666666667
1718.0,-8.055582666666666,-34.95146666666667
1720.0,-8.055582666666666,-34.95146666666667
1721.0,-8.055582666666666,-34.95146666666667
1726.0,-8.055582666666666,-34.95146666666667
1728.0,-8.055582666666666,-34.95146666666667
1729.0,-8.055582666666666,-34.95146666666667
1730.0,-8.055582666666666,-34.95146666666667
1731.0,-8.055582666666666,-34.95146666666667
1732.0,-8.055582666666666,-34.95146666666667
1737.0,-8.055582666666666,-34.95146666666667
1738.0,-8.055582666666666,-34.95146666666667
1739.0,-8.055582666666666,-34.95146666666667
1740.0,-8.055582666666666,-34.95146666666667
1741.0,-8.055582666666666,-34.95146666666667
1743.0,-8.055582666666666,-34.95146666666667
1744.0,-8.055582666666666,-34.95146666666667
1745.0,-8.055582666666666,-34.95146666666667
1746.0,-8.055582666666666,-34.95146666666667
1747.0,-8.055582666666666,-34.95146666666667
1758.0,-8.055496,-34.95155433333333
1760.0,-8.055496,-34.95155433333333
1765.0,-8.055409333333335,-34.951642
1768.0,-8.055567000000002,-34.951506
1770.0,-8.055544666666668,-34.95156466666666
1775.0,-8.05553,-34.951611666666665
1777.0,-8.055544666666668,-34.95156466666666
1780.0,-8.055544666666668,-34.95156466666666
1783.0,-8.055544666666668,-34.95156466666666
1785.0,-8.055496,-34.951554333333334
1790.0,-8.055507333333333,-34.951546
1791.0,-8.055507333333333,-34.951546
1793.0,-8.055507333333333,-34.951546
1794.0,-8.055507333333333,-34.951546
1803.0,-8.055621,-34.95156266666667
1805.0,-8.055546,-34.95156466666666
1807.0,-8.055534666666667,-34.951577666666665
1817.0,-8.055507333333333,-34.951546
1825.0,-8.055469666666667,-34.951687
1832.0,-8.055432333333334,-34.951547999999995
1833.0,-8.055768,-34.95139966666667
1835.0,-8.055757666666667,-34.95148533333333
1839.0,-8.055616666666666,-34.951524
1840.0,-8.055616666666666,-34.951524
1844.0,-8.055802,-34.951457
1851.0,-8.055704333333333,-34.951393333333336
1860.0,-8.055752,-34.95144666666667
1862.0,-8.055752,-34.95144666666667
1864.0,-8.055752,-34.95144666666667
1877.0,-8.055687666666666,-34.95147566666667
1880.0,-8.055687666666666,-34.95147566666667
1888.0,-8.055653666666666,-34.95141833333333
1891.0,-8.055653666666666,-34.95141833333333
1897.0,-8.055654333333331,-34.951383
1915.0,-8.055447000000001,-34.951501
1918.0,-8.055447000000001,-34.951501
1919.0,-8.05538,-34.951736
1921.0,-8.05547,-34.951406999999996
1922.0,-8.05547,-34.951406999999996
1928.0,-8.055572,-34.951596333333335
1934.0,-8.055604333333333,-34.951645
1937.0,-8.055590666666667,-34.95137666666667
1941.0,-8.055751999999998,-34.95144666666667
1945.0,-8.055768,-34.95139966666667
1952.0,-8.055604333333333,-34.951645
1954.0,-8.055604333333333,-34.951645
1957.0,-8.055604333333333,-34.951645
1962.0,-8.055604333333333,-34.951645
1963.0,-8.055604333333333,-34.951645
1965.0,-8.055604333333333,-34.951645
1971.0,-8.055630666666666,-34.95151233333333
1978.0,-8.055605,-34.95160966666666
1981.0,-8.055539,-34.951703333333334
1982.0,-8.055539,-34.951703333333334
1989.0,-8.055422,-34.95172066666667
1992.0,-8.055394666666666,-34.951688999999995
1995.0,-8.055409333333335,-34.951642
2002.0,-8.055469666666667,-34.951687
2004.0,-8.055436666666667,-34.951673666666665
2006.0,-8.055436666666667,-34.951673666666665
2008.0,-8.055436666666667,-34.951673666666665
2012.0,-8.055432333333334,-34.951547999999995
2013.0,-8.05538,-34.951736
2018.0,-8.055599333333333,-34.951628
2022.0,-8.055394666666666,-34.951688999999995
2025.0,-8.055394666666666,-34.951688999999995
2029.0,-8.055455,-34.951733999999995
2034.0,-8.055436666666667,-34.951673666666665
2036.0,-8.055474333333335,-34.951532666666665
2045.0,-8.055459666666666,-34.95157966666667
2055.0,-8.055523333333333,-34.951586
2057.0,-8.055523333333333,-34.951586
2058.0,-8.055523333333333,-34.951586
2063.0,-8.055474333333335,-34.951532666666665
2067.0,-8.055474333333335,-34.951532666666665
2072.0,-8.055474333333335,-34.951532666666665
2075.0,-8.055474333333335,-34.951532666666665
2083.0,-8.055474333333335,-34.951532666666665
2084.0,-8.055474333333335,-34.951532666666665
2087.0,-8.055474333333335,-34.951532666666665
2088.0,-8.055474333333335,-34.951532666666665
2089.0,-8.055474333333335,-34.951532666666665
2094.0,-8.055474333333335,-34.951532666666665
2098.0,-8.055474333333335,-34.951532666666665
2107.0,-8.055474333333335,-34.951532666666665
2108.0,-8.055474333333335,-34.951532666666665
2109.0,-8.055474333333335,-34.951532666666665
2110.0,-8.055474333333335,-34.951532666666665
2111.0,-8.055474333333335,-34.951532666666665
2114.0,-8.055474333333335,-34.951532666666665
2115.0,-8.055474333333335,-34.951532666666665
2121.0,-8.055557333333333,-34.95164333333333
2122.0,-8.055557333333333,-34.95164333333333
2124.0,-8.055557333333333,-34.95164333333333
2127.0,-8.055594999999999,-34.95150233333333
2128.0,-8.055474333333335,-34.951532666666665
2129.0,-8.055474333333335,-34.951532666666665
2131.0,-8.055474333333335,-34.951532666666665
2132.0,-8.055474333333335,-34.951532666666665
2133.0,-8.055474333333335,-34.951532666666665
2134.0,-8.055474333333335,-34.951532666666665
2138.0,-8.055474333333335,-34.951532666666665
2142.0,-8.055474333333335,-34.951532666666665
2145.0,-8.055688333333334,-34.95144033333333
2149.0,-8.055688333333334,-34.95144033333333
2150.0,-8.055688333333334,-34.95144033333333
2152.0,-8.055688333333334,-34.95144033333333
2154.0,-8.055594999999999,-34.95150233333333
2157.0,-8.055530333333332,-34.951451999999996
2164.0,-8.055688333333334,-34.95144033333333
2165.0,-8.055474333333335,-34.951532666666665
2166.0,-8.055474333333335,-34.951532666666665
2167.0,-8.055474333333335,-34.951532666666665
2168.0,-8.055583666666667,-34.95142366666666
2175.0,-8.055523333333333,-34.951586
2177.0,-8.055523333333333,-34.951586
2183.0,-8.055523333333333,-34.951586
2189.0,-8.055751999999998,-34.95144666666667
2191.0,-8.055436666666667,-34.951673666666665
2199.0,-8.055422,-34.95172066666667
2210.0,-8.055432333333334,-34.951547999999995
2213.0,-8.055432333333334,-34.951547999999995
2214.0,-8.055432333333334,-34.951547999999995
2215.0,-8.055432333333334,-34.951547999999995
2221.0,-8.05538,-34.951736
2223.0,-8.05538,-34.951736
2225.0,-8.05538,-34.951736
2227.0,-8.05538,-34.951736
2228.0,-8.05538,-34.951736
2231.0,-8.05538,-34.951736
2232.0,-8.05538,-34.951736
2233.0,-8.05538,-34.951736
2234.0,-8.05538,-34.951736
2239.0,-8.05538,-34.951736
2245.0,-8.055417666666665,-34.951595
2246.0,-8.05538,-34.951736
2248.0,-8.05538,-34.951736
2249.0,-8.05538,-34.951736
