rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,lat,lon
-99.60444,-99.1385,-99.45088,-99.58248,-86.85839,-87.83351,-98.88822,-96.098526,-115.31385,5.042151,3.0177677,2.8201587,-8.055588,-34.951324
-104.218925,-114.52218,-104.04543,-114.121635,-103.82222,-112.407555,-93.72236,-90.905396,-110.72329,4.9346666,3.0564442,1.7905775,-8.055586,-34.951763
-106.039635,-115.159164,-106.95662,-104.07849,-97.976494,-98.628365,-99.6405,-92.75349,-114.99851,4.963532,2.997172,2.017588,-8.055353,-34.951656
-105.2415,-109.37943,-108.29847,-111.338524,-96.095535,-94.710556,-98.1189,-96.246216,-115.0461,5.004386,3.03137,1.8549048,-8.055646,-34.95164
-100.05943,-100.57012,-99.396126,-99.51069,-88.95267,-91.06214,-99.328316,-95.28746,-115.55024,5.013721,2.97666,2.959104,-8.05551,-34.951294
-92.600494,-96.07901,-88.53837,-68.002945,-76.753914,-73.41194,-90.2733,-93.90809,-100.9426,5.676153,1.2429712,5.877953,-8.056333,-34.946476
-88.353676,-99.1843,-88.89805,-98.32322,-96.62167,-101.879745,-75.28073,-71.70439,-88.014496,5.2764053,4.0446634,1.01964,-8.055688,-34.953747
-104.409676,-110.86747,-108.49701,-109.162346,-97.240616,-104.38501,-99.40602,-98.07344,-115.05936,5.025004,3.0645826,1.937367,-8.055619,-34.951527
-101.69666,-114.421875,-99.64402,-114.29257,-100.72865,-103.1836,-92.11803,-89.593,-112.9762,4.9983864,3.1041272,1.5541618,-8.055351,-34.95188
-106.89487,-103.746185,-105.16258,-106.82664,-100.81174,-99.70538,-102.03566,-100.61524,-115.13113,5.0346975,3.0154948,2.2287943,-8.055339,-34.951553
-88.95537,-98.02218,-87.7046,-96.72669,-96.866066,-94.58449,-77.34094,-72.35282,-88.38152,5.3229227,4.550933,0.40568003,-8.055522,-34.955746
-85.84792,-92.98127,-89.8307,-88.31936,-90.406784,-83.82315,-93.36903,-90.2223,-96.40254,3.6832197,3.526919,2.5260131,-8.052912,-34.952732
-109.5725,-106.84984,-107.3761,-108.5256,-104.83428,-103.324875,-103.8023,-102.264046,-115.06384,5.030549,3.0537846,1.9480317,-8.055318,-34.951748
-107.951645,-113.87131,-108.309044,-114.83936,-107.75576,-112.95235,-95.329216,-92.87191,-110.13448,4.944477,2.997507,1.9319673,-8.055565,-34.951702
-96.97281,-108.29713,-95.43452,-106.83382,-95.40055,-92.56261,-100.97562,-94.64575,-111.763855,5.01044,3.1200714,3.349747,-8.055884,-34.951275
-100.097946,-106.48054,-92.895325,-101.49721,-86.042114,-91.655464,-101.07949,-93.14206,-110.671616,5.157937,3.1068552,3.9971359,-8.0561905,-34.95072
-100.5668,-114.67315,-101.248535,-114.07748,-101.427864,-100.43221,-95.38815,-96.58567,-114.75195,4.9680247,3.0254714,1.8414282,-8.055519,-34.951748
-100.755806,-113.14114,-102.639084,-112.481155,-105.004364,-103.78085,-100.826645,-100.40236,-114.47024,4.9648595,3.0509055,1.7847213,-8.055596,-34.95175
-101.709854,-109.77917,-101.35445,-109.93899,-103.11471,-110.796,-94.840096,-78.644295,-104.05193,5.0801997,3.1472006,1.9848504,-8.055601,-34.95208
-89.92088,-89.69592,-88.93055,-66.18766,-74.05235,-74.84025,-89.579506,-92.4534,-96.861786,4.301056,1.8712186,3.4767015,-8.053475,-34.949623
-104.14655,-113.12018,-103.95456,-111.97811,-105.61254,-110.78356,-105.325745,-96.12871,-110.84481,5.006807,3.0352955,2.4108999,-8.05581,-34.951477
-100.60761,-105.64787,-103.263535,-104.30232,-88.30941,-93.2977,-98.303795,-96.709366,-115.24791,4.992701,3.0250516,2.461816,-8.055646,-34.951412
-91.92325,-89.01187,-87.97592,-68.211876,-77.60694,-85.00184,-89.4083,-92.63427,-97.4955,4.4806733,1.5561316,3.7288215,-8.053734,-34.948933
-102.62153,-108.85969,-104.4938,-108.30082,-104.74586,-106.74998,-105.52569,-97.59818,-110.732025,5.079941,3.0910196,2.1867406,-8.055852,-34.951572
-86.53312,-86.045166,-84.76443,-78.33148,-91.62846,-92.49277,-90.34051,-90.94255,-94.5717,1.4841707,3.9258692,4.248576,-8.048282,-34.951717
-84.242805,-92.67087,-86.37421,-86.7895,-90.46074,-89.63427,-91.90171,-89.91655,-95.297066,3.1179054,3.256524,2.8167286,-8.051649,-34.952007
-88.060875,-87.96532,-90.65444,-87.253365,-88.40125,-90.08892,-92.91554,-91.13321,-96.79284,4.0463257,2.7988007,2.5355906,-8.053684,-34.951546
-99.809616,-114.841644,-97.01816,-115.132805,-99.361404,-96.05547,-93.34835,-94.34913,-114.9258,5.0153975,3.0781772,1.6844867,-8.055338,-34.95186
-100.83122,-114.81306,-98.06499,-115.12741,-100.98265,-94.792366,-97.15868,-97.96754,-115.02248,5.009164,3.0876856,1.9453864,-8.055473,-34.951733
-103.452225,-115.36102,-99.62453,-112.40584,-96.66296,-98.28755,-97.02526,-95.16819,-115.08869,4.9176273,3.0227349,2.219611,-8.055473,-34.95169
-93.71183,-90.28456,-92.17253,-61.372383,-81.74904,-84.050835,-92.31372,-97.0871,-96.968,3.132875,1.6285356,4.5297856,-8.050876,-34.94844
-82.02387,-89.636055,-80.96374,-81.75381,-92.09613,-92.76001,-88.63186,-95.20198,-96.39121,1.8091446,4.415537,3.2283769,-8.048894,-34.95385
-87.78751,-84.815155,-83.105194,-84.10057,-93.2564,-96.00512,-90.15165,-90.61303,-93.303085,1.2353369,4.1439047,4.455119,-8.047685,-34.95164
-63.763058,-83.71077,-69.96925,-59.9948,-59.561893,-63.414356,-82.17185,-58.59824,-93.998,5.2580705,2.9814596,5.6770396,-8.050935,-34.94662
-108.66753,-106.99786,-106.79918,-109.0285,-101.01358,-100.831726,-102.13278,-99.34186,-115.10005,4.996959,2.993263,1.9735507,-8.055373,-34.951633
-109.94285,-107.27866,-107.98407,-108.84605,-105.04802,-103.49877,-103.406456,-101.01039,-115.00576,5.016235,3.0219016,1.9544418,-8.055303,-34.951736
-105.02654,-113.74985,-106.649445,-115.2604,-100.721436,-105.37099,-92.534164,-85.44722,-114.15322,4.9872828,2.9862084,2.1671665,-8.055574,-34.95173
-106.63223,-115.92577,-107.93631,-104.61557,-99.11197,-94.09758,-97.542984,-93.29731,-115.33417,5.015497,3.0540996,2.119543,-8.055423,-34.951595
-101.8991,-110.07754,-102.50158,-99.97016,-91.9833,-94.05846,-99.452095,-95.516,-115.216354,4.989372,2.997359,2.4942944,-8.055491,-34.951458
-102.407234,-112.2912,-103.525665,-99.673676,-93.47647,-93.89864,-99.46902,-96.00652,-115.16722,4.996329,3.020996,2.3805532,-8.055477,-34.95145
-104.58031,-114.51256,-100.492584,-113.73552,-95.012245,-98.75967,-99.57637,-95.5718,-115.05264,4.9418077,3.0295618,2.9684768,-8.055818,-34.95138
-90.2012,-92.34889,-86.92283,-58.880615,-74.9228,-80.085884,-88.39274,-96.40445,-97.81477,4.2135296,1.122089,4.214634,-8.052871,-34.94813
-99.51935,-100.546555,-98.738266,-97.86803,-88.27553,-90.01277,-99.26731,-95.169624,-115.49435,5.0087786,2.9832528,2.997985,-8.055512,-34.951305
-87.346115,-100.12131,-88.84508,-100.11874,-99.53056,-94.42327,-100.16533,-91.57266,-99.54191,4.318231,3.6183238,1.8725383,-8.054142,-34.95304
-104.21778,-109.78683,-108.339355,-111.22472,-96.157616,-101.25875,-98.53597,-98.40694,-115.044586,5.0037613,3.061534,1.8409166,-8.055632,-34.951588
-104.11062,-114.41674,-104.507065,-114.24873,-103.40839,-112.291374,-88.95312,-85.936584,-110.735535,4.9608154,3.042719,1.7453654,-8.05548,-34.951813
-114.74035,-115.11752,-115.22467,-115.187325,-96.58651,-94.25805,-83.85949,-77.63541,-114.938484,4.90255,3.0493674,2.9730518,-8.055589,-34.951443
-94.506165,-94.41153,-88.66938,-68.12275,-73.777084,-77.112656,-86.991974,-94.458595,-97.71724,5.2642813,1.5692394,4.277076,-8.055176,-34.948227
-89.78426,-93.66732,-94.16817,-90.28607,-83.65723,-80.47729,-93.220436,-90.36951,-98.829544,4.4640555,3.0151894,2.8185813,-8.054846,-34.95175
-111.29048,-115.2722,-111.57504,-111.56403,-97.26654,-95.44417,-88.65274,-85.45925,-114.84553,4.9216695,3.0289128,2.589163,-8.055592,-34.951572
-97.669655,-94.26314,-97.332794,-95.53522,-83.683205,-83.86582,-96.02616,-91.93218,-109.74326,5.2378592,2.920483,2.96898,-8.056032,-34.950954
-109.65619,-111.26223,-110.686905,-111.45096,-111.51715,-109.8864,-101.10491,-97.967186,-114.88732,5.012175,3.0776412,1.9907935,-8.055516,-34.951687
-105.1728,-102.443985,-103.34584,-104.10177,-95.33942,-96.33418,-100.49802,-98.06081,-115.24268,5.016639,3.0179887,2.4375167,-8.0553875,-34.951538
-104.045555,-109.46488,-108.08154,-111.247635,-99.80624,-96.75239,-99.459946,-99.53209,-115.091064,5.0060434,3.05179,1.8284061,-8.055636,-34.951626
-102.00032,-114.65733,-97.702774,-114.75837,-96.253494,-96.810265,-96.363815,-92.61085,-115.160225,4.9721236,3.0357745,2.1595366,-8.055471,-34.95169
-104.84959,-110.220634,-107.813095,-110.55604,-106.48855,-108.53108,-105.06641,-101.083755,-113.89472,4.9808335,3.028415,1.9938805,-8.055683,-34.95159
-90.713554,-89.7681,-87.84191,-60.19198,-80.39297,-87.500275,-89.80525,-96.723335,-97.696526,4.1169105,0.9757935,4.480148,-8.052472,-34.947792
-104.88219,-113.825424,-105.19585,-113.9352,-105.910736,-114.258286,-83.43249,-87.83963,-108.72693,4.931393,3.0097268,1.9611933,-8.055621,-34.95175
-108.56964,-111.51013,-108.73348,-107.702194,-97.35718,-97.43491,-100.3421,-89.50965,-115.139854,4.988482,2.992515,2.1133547,-8.055447,-34.95164
-107.5393,-107.757416,-107.507904,-109.40484,-102.7636,-103.945526,-103.09408,-100.016525,-115.044044,4.979635,3.0111134,1.9467332,-8.055428,-34.95162
-99.4714,-98.223305,-99.88941,-100.19521,-90.37375,-91.51538,-98.62203,-97.76374,-115.37366,5.0420823,3.0011578,2.9517763,-8.055544,-34.951252
-105.35192,-109.29399,-108.47415,-109.76517,-93.36793,-99.84484,-98.26538,-97.18732,-114.9545,5.0102835,3.0487819,1.9023477,-8.055622,-34.95156
-106.06809,-114.63325,-104.98643,-115.14242,-106.216965,-114.32019,-99.84931,-94.71257,-108.41396,5.0057054,3.1382406,1.9912927,-8.055734,-34.95164
-86.92608,-89.6383,-85.60965,-80.43269,-91.45172,-92.82822,-91.455734,-91.533005,-95.527145,1.7322319,3.7907333,3.9211478,-8.04906,-34.952267
-102.81733,-112.21385,-105.00836,-111.99708,-107.40865,-107.20569,-104.54001,-99.940865,-113.60402,4.9867887,3.0308743,1.9566288,-8.05565,-34.951633
-98.68958,-103.60178,-98.4477,-96.41218,-87.21248,-88.37573,-98.903,-94.68888,-115.61222,5.0038733,2.9861789,2.972043,-8.055539,-34.951324
-105.26535,-114.80203,-105.36716,-114.8877,-105.48878,-115.332306,-95.32895,-91.66857,-108.67809,4.936505,3.0932975,1.8525349,-8.055601,-34.95172
-108.718956,-107.53081,-107.3445,-109.278046,-103.63546,-103.21091,-102.90685,-100.29907,-115.08094,5.001453,3.0129416,1.9229496,-8.055419,-34.95169
-99.02629,-100.15543,-98.82026,-100.34504,-91.72305,-92.5262,-82.93022,-66.565285,-99.720924,5.348755,3.5443044,1.5531874,-8.055974,-34.953575
-103.77236,-110.74165,-108.39034,-110.36293,-107.153755,-105.97823,-101.837616,-100.04127,-115.17854,5.0144215,3.0677223,1.9144912,-8.05573,-34.951603
-98.696396,-105.24197,-98.198616,-95.24111,-88.01404,-91.3013,-100.42697,-98.013405,-115.3759,4.9808145,3.009234,3.1242115,-8.055413,-34.951252
-100.36024,-103.8131,-98.81222,-96.63309,-89.19185,-91.31876,-100.53269,-97.63397,-115.21305,4.981598,3.015501,2.9899077,-8.05538,-34.951416
-82.46163,-99.77363,-83.85174,-101.90221,-105.57766,-94.163185,-90.78239,-103.035194,-85.773544,4.8714075,5.5874743,-0.15042369,-8.053499,-34.958614
-98.92476,-106.37645,-99.95944,-104.88813,-89.53152,-89.248634,-98.72772,-94.97903,-115.41858,4.9843225,3.002392,2.9419308,-8.055731,-34.95131
-94.20142,-94.91394,-89.94014,-70.3056,-75.15827,-79.70382,-91.90649,-89.81609,-97.23175,4.5123897,2.1877472,3.5283842,-8.054213,-34.950035
-86.63999,-98.43598,-89.878006,-96.564865,-103.04955,-105.66426,-101.72031,-96.13678,-94.27887,3.965331,3.9545999,1.7132058,-8.053166,-34.95372
-94.18004,-97.2415,-94.229904,-95.58421,-91.873024,-91.042465,-88.202545,-73.435905,-96.21243,5.237208,3.7715092,1.4159257,-8.055916,-34.95407
-100.19972,-99.827866,-99.4638,-99.14909,-88.65108,-91.316414,-99.2592,-96.5673,-115.25787,5.001638,3.0222614,2.8818493,-8.055524,-34.95133
-99.284515,-97.56047,-99.62921,-99.88383,-90.49727,-91.852234,-98.64363,-97.766205,-115.36571,5.014775,3.0203314,2.9889002,-8.055527,-34.95124
-88.86255,-88.92921,-90.77299,-78.89876,-84.182724,-83.954315,-90.71885,-91.862946,-96.40924,3.6078892,2.5683553,2.8087487,-8.052593,-34.95109
-106.30644,-108.82687,-107.75264,-109.69236,-101.2922,-103.72382,-101.18211,-99.60896,-115.04687,5.014371,3.0478456,1.9043057,-8.055581,-34.95163
-102.962975,-114.91071,-98.89753,-115.271385,-97.14579,-98.19656,-99.49743,-95.882545,-114.86807,4.9500194,3.0415552,2.7557592,-8.055727,-34.951485
-109.151924,-106.44743,-106.92606,-108.73094,-103.66614,-102.23776,-102.96234,-100.834366,-115.23948,5.0233707,3.0253844,2.0142365,-8.055333,-34.951637
-89.658264,-96.89948,-90.9636,-99.194374,-94.1183,-92.12826,-84.059685,-82.89699,-93.50088,5.2180495,4.528571,0.7361314,-8.055444,-34.955467
-100.60693,-101.60367,-98.84664,-96.167725,-88.54645,-87.89327,-99.17212,-96.03347,-115.309204,4.9884844,3.0107553,2.9498734,-8.055437,-34.951412
-99.34222,-100.043434,-99.25879,-97.40589,-90.27994,-90.62561,-98.74687,-97.40669,-115.26288,4.9797974,3.0008929,3.0081398,-8.055528,-34.951275
-98.063644,-99.38702,-98.54583,-96.62602,-89.755875,-91.5145,-98.84716,-97.51913,-115.46728,4.993134,3.0050545,3.1297007,-8.055562,-34.951153
-104.518585,-109.859566,-107.790504,-110.30595,-101.78339,-102.87716,-101.07324,-100.01249,-115.090004,5.015237,3.039131,1.9201599,-8.055664,-34.951588
-104.60493,-114.50008,-104.52484,-114.723854,-105.174194,-114.987465,-92.345116,-88.18439,-108.73803,4.948923,3.0248306,1.9188567,-8.055553,-34.951797
-94.304924,-106.88228,-93.1491,-107.707016,-102.30875,-96.62377,-101.566246,-96.023,-107.32202,4.7040467,3.4770186,2.629684,-8.055078,-34.95219
-100.838486,-81.83765,-88.60172,-77.930336,-88.41736,-96.3705,-97.755646,-93.21617,-92.972694,2.4010208,3.2122452,6.3733454,-8.047549,-34.946747
-113.99913,-114.07046,-114.5247,-114.22395,-114.30734,-112.31429,-93.81904,-89.32946,-114.84648,4.9459257,3.0935361,1.9111738,-8.055557,-34.951794
-95.831,-86.38924,-89.093994,-74.1086,-84.9511,-89.32477,-92.587875,-92.74093,-94.97142,2.390716,2.8536272,5.0242496,-8.049009,-34.949116
-100.5312,-112.57229,-103.20328,-112.67767,-99.324684,-97.56328,-96.13651,-101.210106,-115.02408,4.9820876,3.0529134,1.7771213,-8.055654,-34.951725
-102.69446,-111.54332,-105.40595,-112.545425,-101.92167,-100.98155,-100.40003,-99.89065,-114.88513,4.949424,2.9916573,1.8841659,-8.055619,-34.95165
-96.83765,-90.37842,-91.9202,-89.88189,-75.52565,-77.54508,-89.86902,-90.282684,-98.631905,5.571505,2.5927413,3.280898,-8.057031,-34.95002
-101.85081,-109.653206,-107.37366,-110.262535,-104.68094,-107.53878,-104.470566,-100.896645,-114.71495,5.024557,3.0552025,1.9886198,-8.055709,-34.951454
-105.92019,-110.39725,-106.191925,-112.42732,-94.351295,-96.37893,-98.7205,-96.52888,-114.98824,4.9527383,3.0467296,2.1181605,-8.055655,-34.951622
-105.35704,-114.654915,-105.35924,-114.79301,-105.60745,-114.84286,-87.834015,-88.59503,-108.753624,4.957188,3.0337756,1.9055429,-8.055569,-34.95177
-99.43769,-102.28616,-99.26822,-98.86616,-88.50557,-91.86308,-99.68215,-94.61257,-115.2465,4.982332,2.9792876,2.9336126,-8.055509,-34.95134
-92.00033,-92.73348,-90.2123,-64.12257,-77.19617,-79.54421,-91.569405,-94.742294,-97.234795,3.5875826,1.8548241,3.5513718,-8.052334,-34.949883
-94.45575,-93.11647,-89.63376,-67.66771,-79.05851,-85.52698,-89.12206,-95.759865,-98.18306,4.532477,1.353279,4.25727,-8.053608,-34.948063
-85.68301,-96.9706,-86.61827,-97.61504,-95.47133,-92.13114,-77.05074,-80.76521,-86.60889,5.2812123,5.0053573,0.2943616,-8.055415,-34.956604
-99.583786,-103.17282,-98.617065,-99.84247,-85.31087,-83.38969,-99.19,-95.80963,-115.497444,5.007186,3.080805,3.1804893,-8.055646,-34.95117
-101.40761,-98.49881,-100.22478,-101.00125,-90.914406,-92.08458,-99.74347,-97.556366,-115.38456,5.062378,3.0222325,2.8447833,-8.055459,-34.951324
-106.25911,-108.89151,-107.78896,-110.394714,-101.40107,-98.523,-100.653175,-99.68777,-115.08438,4.999043,3.0425987,1.8146544,-8.055559,-34.951702
-91.91566,-92.20623,-95.76327,-92.749054,-83.523674,-78.37048,-93.589836,-89.40075,-99.869606,4.788206,2.9977334,2.6028624,-8.055266,-34.95163
-99.5907,-109.084,-99.70488,-107.39236,-102.755424,-108.07967,-75.95238,-92.403366,-103.60441,4.7938943,3.0143254,2.246954,-8.054798,-34.952335
-103.773026,-114.89521,-102.71451,-111.257744,-98.9138,-94.18431,-95.536995,-93.58012,-115.14852,4.9680567,2.999652,1.8197517,-8.055456,-34.951794
-115.09471,-114.85238,-113.95568,-114.15911,-116.919846,-116.05739,-92.66437,-89.03699,-114.477356,4.9828916,3.0803568,1.7267953,-8.0553465,-34.95187
-107.77799,-109.889404,-109.53808,-109.66767,-109.269165,-106.46095,-102.53376,-98.6656,-115.33676,5.025085,3.0738277,1.9463198,-8.055513,-34.951694
-96.44763,-88.69892,-91.30095,-65.752846,-82.131645,-86.32249,-93.02458,-95.740074,-96.24843,2.716427,2.0627313,4.9988775,-8.049944,-34.94846
-96.697,-100.18775,-96.5056,-98.982574,-96.03674,-96.02698,-85.02294,-69.58704,-98.07236,5.189945,3.759509,0.99694395,-8.055777,-34.9543
-95.18379,-94.198395,-95.22635,-95.80986,-89.12743,-90.30911,-95.539764,-83.47532,-105.56709,5.2226143,3.2918794,2.5389602,-8.055579,-34.952244
-92.935555,-91.5069,-92.043976,-93.333,-90.078705,-90.396095,-90.83783,-84.1955,-98.490616,5.398952,3.4870567,1.8741596,-8.055949,-34.9529
-87.11078,-100.01705,-86.47376,-100.163605,-100.08308,-92.26884,-78.84537,-83.983475,-88.50522,5.223697,5.0962944,0.08551284,-8.055001,-34.957016
-105.12981,-113.428085,-105.67012,-114.59115,-105.26953,-114.235466,-85.64401,-80.97935,-108.561516,4.9253592,3.021472,2.005016,-8.055513,-34.952007
-100.328606,-114.93694,-97.78885,-114.79818,-102.248436,-97.67345,-98.54513,-96.52656,-114.753334,4.994981,3.0537815,1.8666238,-8.0554085,-34.951775
-109.70792,-105.6245,-106.96075,-108.52446,-103.64691,-101.6185,-102.674324,-102.053185,-115.385376,5.052598,3.0258598,2.01719,-8.055235,-34.951653
-102.94448,-113.08759,-101.446815,-112.96426,-105.75396,-113.703384,-84.834694,-95.459526,-105.83327,4.9089427,3.085372,2.0649676,-8.055156,-34.95202
-109.517456,-106.89964,-107.38547,-109.152756,-102.00652,-102.311615,-102.66239,-99.37817,-115.03745,4.9970922,3.0124207,1.9102201,-8.055355,-34.95169
-103.273186,-114.106804,-105.28418,-110.242546,-98.57756,-92.45747,-95.38618,-95.101166,-115.1702,4.9974627,3.0236933,1.7581775,-8.05559,-34.95175
-100.27182,-100.88239,-98.35322,-97.825806,-87.08617,-90.67516,-99.82983,-98.23775,-115.400986,4.954355,3.014142,2.9426377,-8.055403,-34.95142
-105.86468,-108.131226,-107.52744,-108.7353,-106.30508,-105.27303,-104.48334,-103.09489,-114.86181,5.036838,3.073445,2.017053,-8.0555525,-34.9516
